N,X,Y,H
147,36.3736402150244,55.2187908813357,170.29
148,36.3735953718424,55.2187963295728,170.29
149,36.3735517021269,55.2188049629331,170.29
150,36.373554635793,55.21877579391,169.81
151,36.3736257143319,55.2187949046493,169.33
152,36.3736335095018,55.2188182901591,169.81
153,36.3736568950117,55.2188284322619,169.81
154,36.3736879918724,55.2187959104776,170.29
155,36.3736852258444,55.2187645621598,169.81
156,36.3736600801349,55.2188293542713,169.81
157,36.3736819569022,55.2188346348703,170.29
158,36.3737112097442,55.2188374008983,169.81
159,36.3736880756915,55.2188157755882,170.77
160,36.3736571464688,55.2188373170793,170.29
161,36.3737143948674,55.2188025321811,170.29
162,36.3737384509295,55.2187920548022,169.81
163,36.37376091443,55.2187848463655,170.77
164,36.3736727368087,55.2188076451421,171.25
165,36.3736574817449,55.218802113086,171.25
166,36.3736369460821,55.2188026998192,170.29
167,36.3736199308187,55.2187957428396,171.25
168,36.3736238703132,55.218802280724,170.77
169,36.3736291509122,55.2187955752015,170.77
170,36.3736515305936,55.2187500614673,170.77
171,36.3736965414137,55.2188035380095,171.25
172,36.3738189172,55.218786271289,170.77
173,36.3737094495445,55.2188240736723,170.77
174,36.3736527878791,55.2188222296536,171.25
175,36.3736858125776,55.2188182063401,171.25
176,36.373641807586,55.2188171166927,170.77
177,36.3736936077476,55.2188001852483,171.25
178,36.3737358525395,55.2188059687614,170.77
179,36.3737395405769,55.2188037056476,171.25
180,36.3736724853516,55.2188084833324,171.25
181,36.373628731817,55.2188147697598,171.25
182,36.3736415561289,55.2187921386212,170.77
183,36.3736708089709,55.2187781408429,170.29
184,36.3736442383379,55.2188156079501,171.25
185,36.3736957870424,55.2188453637064,171.25
186,36.3736607506871,55.218865647912,171.25
187,36.3737007323653,55.2188307791948,171.25
188,36.3736633490771,55.2188122551888,170.77
189,36.3736585713923,55.2188302762806,171.25
190,36.3736529555172,55.2188465371728,171.25
191,36.3736457470805,55.2188554219902,171.25
192,36.3736335095018,55.2188306115568,171.25
193,36.373652452603,55.2188265044242,171.25
194,36.3736338447779,55.2188028674573,170.77
195,36.3736278936267,55.2188008558005,170.29
196,36.3736398797482,55.2187981735915,171.25
197,36.3736385386437,55.218804711476,170.77
198,36.3736043404788,55.2187963295728,171.25
199,36.3736388739199,55.2187854330987,170.77
200,36.3736659474671,55.218809992075,170.77
201,36.3736958708614,55.2188269235194,171.25
202,36.3736425619572,55.2188294380903,170.77
203,36.3736230321229,55.2188090700656,171.25
204,36.3735879119486,55.2188119199127,171.25
205,36.3736938592046,55.2188277617097,171.25
206,36.3736989721656,55.218799514696,171.25
207,36.3736486807466,55.2188113331795,171.73
208,36.3736936077476,55.2188281808048,171.25
209,36.3736394606531,55.2188275102526,171.73
210,36.3736506085843,55.2188346348703,171.25
211,36.3736804481596,55.2188082318753,171.73
212,36.373610207811,55.2187805715948,171.73
213,36.3735900074244,55.218794317916,171.73
214,36.3736930210143,55.2187980059534,171.73
215,36.3737114612013,55.2188173681498,171.73
216,36.373668378219,55.2188502252102,171.73
217,36.3736425619572,55.218855002895,171.73
218,36.3736660312861,55.2188198827207,171.73
219,36.3736800290644,55.2187866065651,171.73
220,36.3736672885716,55.2187719382346,171.73
221,36.3735965453088,55.2187047991902,171.25
222,36.3736575655639,55.2187866903841,171.73
223,36.3736772630364,55.2188744489104,171.73
224,36.3736479263753,55.2189088147134,172.21
225,36.373768793419,55.2189301047474,172.69
226,36.3739834539592,55.2188751194626,173.17
227,36.3739285524935,55.2188901230693,173.17
228,36.3738806080073,55.218852320686,172.69
229,36.3738541211933,55.2188358083367,173.17
230,36.3738607428968,55.2188300248236,172.69
231,36.3738690409809,55.2187775541097,172.69
232,36.3738185819238,55.2187336329371,172.21
233,36.3736983854324,55.2186877839267,171.73
234,36.3736853934824,55.2187779732049,171.73
235,36.3736605830491,55.2188051305711,171.73
236,36.3736700545996,55.2187978383154,171.73
237,36.37366049923,55.2187860198319,171.73
238,36.3737334217876,55.2188025321811,171.73
239,36.3737109582871,55.2188218943775,171.73
240,36.3736988883466,55.2188322879374,172.21
241,36.3737359363586,55.2188162785024,171.73
242,36.3737388700247,55.2188159432262,171.25
243,36.3737304881215,55.2188588585705,171.25
244,36.3737227767706,55.2188804000616,171.73
245,36.3737403787673,55.2188759576529,171.73
246,36.3738394528627,55.2188541647047,172.21
247,36.3739307317883,55.2188969962299,173.17
248,36.3739690370858,55.2188859321177,173.17
249,36.3740209210664,55.218881322071,173.17
250,36.3741882238537,55.2188511472195,173.66
251,36.3742821849883,55.2188541647047,173.66
252,36.3743759784847,55.2188570983708,174.62
253,36.3746680039913,55.218868246302,174.62
254,36.3749486301094,55.2188768796623,176.06
255,36.3752968981862,55.2188969124109,176.54
256,36.3757182564586,55.21892641671,177.02
257,36.3759506866336,55.2189356368035,177.02
258,36.3762365095317,55.2189443539828,177.5
259,36.3765775691718,55.2189623750746,177.02
260,36.3769104983658,55.2189809828997,177.02
261,36.3772358838469,55.2189941424877,176.54
262,36.377619439736,55.2190175279975,176.54
263,36.3780004810542,55.2190513908863,175.58
264,36.3782902434468,55.2190730161965,174.62
265,36.3785959314555,55.2190993353724,173.66
266,36.3789425231516,55.2191341202706,172.21
267,36.3792747817934,55.2191458549351,171.73
268,36.37945080176,55.2191540692002,170.29
269,36.3796160928905,55.2191742695868,169.81
270,36.379863107577,55.219180136919,169.81
271,36.3798918575049,55.2191578410566,169.33
272,36.3797979801893,55.2191154286265,169.81
273,36.3797032646835,55.2190483734012,171.25
274,36.3795814756304,55.2189521491528,173.17
275,36.3795747701079,55.2189414203167,173.17
276,36.3795689027757,55.2188474591821,174.14
277,36.3795881811529,55.2188110817224,174.62
278,36.3796890154481,55.2186921425164,175.58
279,36.3798336870968,55.2185630612075,176.54
280,36.3798456732184,55.2185488119721,176.54
281,36.3799092918634,55.2184970118105,177.5
282,36.380029572174,55.2183809224516,177.5
283,36.3802039157599,55.2182611450553,178.46
284,36.3803471624851,55.2181595563889,179.42
285,36.3804579712451,55.2180521003902,179.9
286,36.3805915787816,55.2179242763668,180.38
287,36.3807388488203,55.2177866455168,180.87
288,36.380914952606,55.2176695503294,181.35
289,36.3810863625258,55.2175210230052,180.87
290,36.3811056409031,55.2175153233111,181.35
291,36.3813312817365,55.2174351923168,181.35
292,36.3815533183515,55.2173520438373,181.35
293,36.3817683141679,55.2172766905278,180.87
294,36.3819859921932,55.2171910274774,181.35
295,36.3821868225932,55.2170947194099,181.35
296,36.38237927109,55.2169896941632,181.35
297,36.3824775908142,55.2168961521238,181.35
298,36.3825517706573,55.2167648915201,181.83
299,36.3825808558613,55.2166477125138,182.31
300,36.3826059177518,55.2165057230741,182.79
301,36.3826432172209,55.2163742110133,181.83
302,36.3826808519661,55.2162262704223,181.35
303,36.3826984539628,55.2160447183996,180.38
304,36.3826847914606,55.215916140005,179.42
305,36.3826701231301,55.2158775832504,178.94
306,36.3826538622379,55.2158182393759,178.46
307,36.382630141452,55.2156825363636,177.02
308,36.3825922552496,55.2155492641032,176.06
309,36.3826106116176,55.2154153212905,175.58
310,36.3826176524162,55.2152667939663,174.62
311,36.3825884833932,55.2151161711663,174.62
312,36.3825712166727,55.2149347867817,174.14
313,36.3825307320803,55.2147619519383,173.17
314,36.3825071789324,55.2146430127323,172.69
315,36.3824882358313,55.2145032025874,171.73
316,36.3824707176536,55.2143545076251,171.73
317,36.3824556302279,55.2141589578241,170.77
318,36.3824186660349,55.2139997854829,170.77
319,36.3823925983161,55.2138295490295,170.29
320,36.3823511917144,55.2136913314462,170.29
321,36.3823489286005,55.2135582268238,170.29
322,36.3824207615107,55.2134314924479,170.29
323,36.3826530240476,55.213286653161,170.77
324,36.3828409463167,55.2131839748472,170.77
325,36.383055690676,55.2130952943116,170.77
326,36.383338496089,55.2129885088652,170.29
327,36.3835865166038,55.2128984034061,170.29
328,36.3838557433337,55.2128012571484,169.81
329,36.3840729184449,55.2127215452492,169.33
330,36.3842368684709,55.2126149274409,169.33
331,36.3842880818993,55.2124851755798,168.85
332,36.3842335157096,55.2123425155878,169.33
333,36.3841570727527,55.2122272644192,168.85
334,36.3840792048723,55.2121060620993,168.37
335,36.384014999494,55.2119726222008,167.41
336,36.3839369639754,55.2118678484112,166.93
337,36.3839311804622,55.2118486538529,166.93
338,36.3838495407254,55.2117728814483,165.96
339,36.3838094752282,55.2117359172553,165.96
340,36.3839523866773,55.2116220910102,165.48
341,36.3839858304709,55.2116014715284,165.48
342,36.3840963877738,55.2115443907678,165
343,36.384089011699,55.2114780060947,164.52
344,36.3840809650719,55.2114328276366,164.04
345,36.3840802107006,55.2114053349942,163.56
346,36.3840171787888,55.2112793549895,162.12
347,36.3839520514011,55.2111242059618,161.64
348,36.3839122373611,55.210968805477,160.2
349,36.3839192781597,55.2108694799244,159.24
350,36.3839497882873,55.2107681427151,158.27
351,36.3839839864522,55.210707038641,158.27
352,36.3839885126799,55.210701841861,158.27
353,36.3839534763247,55.2106829825789,157.79
354,36.3839710783213,55.2106882631779,158.27
355,36.383956996724,55.210693795234,157.79
356,36.3839585054666,55.2107020094991,157.79
357,36.3839865010232,55.2107691485435,158.75
358,36.3839732576162,55.2107486128807,158.27
359,36.3839638698846,55.2107298374176,157.79
360,36.3839709945023,55.2107248920947,157.31
361,36.3839625287801,55.2107242215425,157.31
362,36.3839065376669,55.2107207849622,157.31
363,36.3838134985417,55.2107326034456,156.35
364,36.3837052043527,55.2107259817421,155.87
365,36.3836065493524,55.210717599839,154.91
366,36.38353664428,55.2106978185475,153.47
367,36.3835083972663,55.2106704935431,152.03
368,36.3835142645985,55.21065171808,152.03
369,36.3835114147514,55.2106449287385,152.51
370,36.3835047092289,55.2106327749789,152.51
371,36.3834717683494,55.2106524724513,152.51
372,36.3834374025464,55.2106687333435,152.51
373,36.3834740314633,55.210691196844,152.03
374,36.3834581896663,55.2106812223792,152.51
375,36.3834632188082,55.2106563281268,152.51
376,36.3834924716502,55.2106580045074,152.51
377,36.3835335429758,55.2106449287385,152.51
378,36.383475959301,55.2106248121709,152.03
379,36.3834643922746,55.2106220461428,151.54
380,36.3833523262292,55.2105404064059,149.62
381,36.3832730334252,55.2104684058577,149.14
382,36.3832208979875,55.2103517297655,148.66
383,36.3831700198352,55.2102343831211,148.18
384,36.3831409346312,55.2101094927639,148.66
385,36.3831024616957,55.2099973428994,149.14
386,36.3831034675241,55.2099263481796,149.14
387,36.3831269368529,55.2099207323044,149.14
388,36.3832436129451,55.2098555210978,149.62
389,36.3833673298359,55.2097623143345,149.62
390,36.3835068047047,55.2096929959953,149.62
391,36.3836456090212,55.2096280362457,149.62
392,36.3836709223688,55.2096134517342,149.14
393,36.3837179448456,55.2095551975071,149.62
394,36.3836218044162,55.2095940895379,149.62
395,36.3835435174406,55.2096202410757,149.62
396,36.3834955729544,55.2096531819552,149.62
397,36.3833970855922,55.2096838597208,149.62
398,36.3831968419254,55.2096364181489,149.62
399,36.3830604683608,55.2096150442958,150.1
400,36.3830490689725,55.2096337359399,150.1
401,36.383047895506,55.2096196543425,150.1
402,36.3829944189638,55.209581349045,149.62
403,36.3828594703227,55.2095189038664,149.62
404,36.3826585561037,55.2094926685095,149.62
405,36.3825734797865,55.2094345819205,150.1
406,36.3825472444296,55.2094223443419,150.1
407,36.3824671972543,55.2093800995499,151.06
408,36.3823062647134,55.2092981245369,152.51
409,36.3822955358773,55.2092812769115,152.03
410,36.38218623586,55.2091515250504,152.99
411,36.3820007443428,55.2090698853135,153.47
412,36.3819038495421,55.2089842222631,153.47
413,36.3817293383181,55.2088349405676,154.91
414,36.3816296774894,55.2087203599513,155.87
415,36.381652308628,55.208706362173,156.35
416,36.3816967327148,55.2087059430778,156.83
417,36.3817166816443,55.2087172586471,156.83
418,36.3817458506674,55.2086730860174,156.83
419,36.3817622791976,55.2087204437703,157.31
420,36.3817559089512,55.208698650822,156.83
421,36.3818090502173,55.2087076194584,156.83
422,36.3817202020437,55.2086809650064,156.83
423,36.3816118240357,55.2086813002825,156.35
424,36.3815815653652,55.2086899336428,156.35
425,36.3815471157432,55.2087111398578,156.83
426,36.3814798090607,55.2087009977549,156.83
427,36.3814742770046,55.208709128201,156.83
428,36.3814029470086,55.2087217010558,156.83
429,36.3813927210867,55.2087210305035,156.83
430,36.3815204612911,55.2088486868888,155.39
431,36.3815060444176,55.2088878303766,154.91
432,36.3814524002373,55.2089218609035,153.47
433,36.3813166134059,55.2089493535459,153.47
434,36.3812166173011,55.2090217731893,152.99
435,36.3812441099435,55.2091096993536,152.51
436,36.3812741171569,55.2092008944601,152.51
437,36.381282415241,55.2092790976167,152.03
438,36.3812777213752,55.2093107812107,152.03
439,36.3812811579555,55.2094614878297,151.54
440,36.3812119234353,55.2096398547292,150.58
441,36.3811972551048,55.2096819318831,150.58
442,36.3811276014894,55.2097136992961,151.06
443,36.3810052257031,55.2097535971552,151.06
444,36.3808836042881,55.2097551058978,151.06
445,36.3808432873339,55.2097525075078,151.06
446,36.3806316442788,55.2098041400313,151.06
447,36.3804284669459,55.2098558563739,151.54
448,36.3802931830287,55.2098809182644,151.06
449,36.3801544625312,55.2099608816207,151.06
450,36.3800464197993,55.2099913917482,151.54
451,36.3799492735416,55.2100035455078,151.54
452,36.3798271492124,55.2100372407585,151.54
453,36.3795259036124,55.2100984286517,151.54
454,36.3792775478214,55.2101731114089,151.54
455,36.3791239913553,55.210228767246,152.03
456,36.3788987696171,55.2102892845869,152.03
457,36.3787271082401,55.2103285957128,151.54
458,36.3786349073052,55.2103590220213,152.03
459,36.3785479869694,55.2103904541582,152.03
460,36.3783734757453,55.21041107364,152.03
461,36.3782871421427,55.210363632068,152.51
462,36.3781674485654,55.2102534100413,154.43
463,36.3780744094402,55.2101773023605,156.35
464,36.3779672887176,55.2101439423859,156.83
465,36.3778807874769,55.2100459579378,157.79
466,36.3778299093247,55.2099240850657,159.24
467,36.3777848146856,55.2097808383405,160.2
468,36.3777587469667,55.2096457220614,160.68
469,36.3777024205774,55.2095220051706,161.64
470,36.3776507042348,55.2094091009349,162.12
471,36.377616841346,55.2092672791332,162.12
472,36.3775746803731,55.2090612519532,162.6
473,36.3775463495404,55.2088832203299,164.04
474,36.3775148335844,55.2087346930057,164.52
475,36.3774882629514,55.2085865009576,165.48
476,36.377452975139,55.2084945514798,165.96
477,36.37744769454,55.2084769494832,165.48
478,36.3773637916893,55.2084187790752,166.45
479,36.3773424178362,55.2083657216281,167.41
480,36.3773615285754,55.2082454413176,168.37
481,36.3773348741233,55.2081265021115,169.33
482,36.3773251511157,55.2080921363086,169.81
483,36.3772923778743,55.2079871948808,170.77
484,36.3773028552532,55.2078734524548,172.21
485,36.3773057889193,55.2077695168555,173.66
486,36.3772896118462,55.2076584566385,175.58
487,36.3772601913661,55.2075751405209,176.54
488,36.3772210478783,55.2074763178825,177.98
489,36.3772896118462,55.2072473242879,179.9
490,36.3772807270288,55.2070873975754,181.83
491,36.3772565033287,55.2069478388876,183.75
492,36.3772089779377,55.2068430650979,184.71
493,36.3771583512425,55.2067195996642,186.15
494,36.3770901225507,55.2065944578499,187.11
495,36.3770427647978,55.2065734192729,187.11
496,36.3769823312759,55.2065199427307,188.08
497,36.3769433554262,55.2064463496208,188.56
498,36.3769309502095,55.2063010074198,189.04
499,36.3769213948399,55.2061897795647,189.52
500,36.3768052216619,55.2060268353671,190
501,36.376718217507,55.2059125900269,190.48
502,36.3766927365214,55.2058697585016,190
503,36.3766666688025,55.2058527432382,190
504,36.3765770662576,55.2056887932122,190.48
505,36.3765341509134,55.2055391762406,190.48
506,36.3765290379524,55.205476982519,190.96
507,36.3765234220773,55.2053247671574,190.48
508,36.3765018805861,55.205289227888,190.96
509,36.3764854520559,55.2051013056189,190.96
510,36.3764720410109,55.2049386128783,190.96
511,36.376448655501,55.2047642692924,190.96
512,36.3764205761254,55.2046192623675,190.96
513,36.3763819355518,55.2044749259949,191.44
514,36.3763356674463,55.2043508738279,191.44
515,36.3762888964266,55.2041993290186,192.4
516,36.3762124534696,55.2040640451014,191.92
517,36.3761106133461,55.2039394062012,191.44
518,36.3760962802917,55.203920211643,192.4
519,36.3760513532907,55.2038069721311,191.92
520,36.3759692106396,55.2037393301725,191.92
521,36.3756916858256,55.2036978397518,191.44
522,36.3754263147712,55.2036736160517,191.44
523,36.3752110674977,55.2036561816931,192.88
524,36.3750027772039,55.2036361489445,193.36
525,36.3747748732567,55.2036128472537,193.84
526,36.3745719473809,55.2035961672664,194.32
527,36.3743452169001,55.20358979702,194.8
528,36.3740798458457,55.2035720273852,195.77
529,36.3737861439586,55.2035353984684,195.28
530,36.3735237903893,55.203510671854,195.77
531,36.3733129017055,55.2034992724657,195.28
532,36.3730357121676,55.2034704387188,195.28
533,36.3728705048561,55.2034615539014,195.28
534,36.3728098198771,55.2034540940076,194.8
535,36.372479153797,55.203428613022,195.28
536,36.3721720408648,55.203399527818,195.28
537,36.3718556240201,55.2033774834126,194.8
538,36.3715523667634,55.2033532597125,194.8
539,36.3712813798338,55.2033326402307,194.32
540,36.3709981553257,55.2033086679876,193.84
541,36.3706854265183,55.2032852824777,193.84
542,36.3703672494739,55.2032614778727,193.36
543,36.3701150380075,55.203232979402,192.88
544,36.369838770479,55.2032151259482,193.36
545,36.3697054982185,55.2032289560884,193.36
546,36.3693728204817,55.203193500638,193.36
547,36.3690480217338,55.2031686902046,193.36
548,36.3686985801905,55.2031368389726,192.4
549,36.3684092368931,55.2031183987856,191.92
550,36.3681270182133,55.2030945103616,191.92
551,36.3678537681699,55.2030702028424,191.92
552,36.3675220962614,55.2030411176383,191.92
553,36.3672709744424,55.2030202466995,192.4
554,36.3669698964804,55.2029966935515,191.92
555,36.3667248934507,55.202960819006,191.92
556,36.366429682821,55.2029356732965,191.44
557,36.3661622162908,55.2029166463763,190.96
558,36.365869352594,55.2028906624764,190.96
559,36.3655760698021,55.2028795145452,190.48
560,36.3654430489987,55.2028614934534,190.48
561,36.3651328347623,55.2028277982026,190.48
562,36.364856986329,55.2028125431389,189.52
563,36.3648397196084,55.202810280025,189.52
564,36.3647017534822,55.2027956116945,190
565,36.3644542358816,55.2027854695916,189.52
566,36.3642945606261,55.202762838453,190
567,36.3642485439777,55.202757390216,190
568,36.3640633039177,55.2027491759509,190
569,36.3638867810368,55.2027334179729,190
570,36.3638731185347,55.2027353458107,190
571,36.3636297918856,55.2027181629092,189.52
572,36.3633970264345,55.2026905864477,189.52
573,36.3631110358983,55.2026617527008,189.04
574,36.3630501832813,55.2026620879769,189.04
575,36.3628284819424,55.202619927004,188.56
576,36.3626975566149,55.2026076056063,188.08
577,36.3624107278884,55.2025876566768,187.59
578,36.3621672336012,55.202588159591,187.59
579,36.3618742860854,55.2025620918721,187.11
580,36.361624756828,55.2025319170207,187.11
581,36.3615404348821,55.2025021612644,186.63
582,36.3614279497415,55.2024461701512,187.11
583,36.3613804243505,55.2023891732097,187.11
584,36.3613935001194,55.2023381274194,187.11
585,36.361429458484,55.2022699825466,187.11
586,36.3614613097161,55.2022272348404,187.59
587,36.3614915683866,55.2021859120578,187.59
588,36.361490227282,55.2021471876651,187.59
589,36.3615325558931,55.2021451760083,188.08
590,36.361534986645,55.2021256461739,187.59
591,36.3615592941642,55.2021277416497,188.08
592,36.361516630277,55.2021226286888,188.08
593,36.3614332303405,55.2021121513098,187.59
594,36.3614359963685,55.202128496021,187.59
595,36.3613966014236,55.2021068707108,187.59
596,36.3613460585475,55.2020769473165,187.59
597,36.3613403588533,55.2020182739943,187.59
598,36.3613102678209,55.201975107193,187.59
599,36.3612247724086,55.201935460791,188.08
600,36.3612351659685,55.2018847502768,188.56
601,36.3612647540867,55.2018152642995,188.56
602,36.3612856250256,55.2017684932798,189.04
603,36.3612929172814,55.201721303165,189.04
604,36.3612560369074,55.2016455307603,189.04
605,36.3612408656627,55.2016014419496,189.04
606,36.3612562045455,55.2015670761466,189.04
607,36.3612536061555,55.2015141863376,189.04
608,36.3612542767078,55.2014264278114,189.52
609,36.3612278737128,55.2013789024204,189.52
610,36.3612531032413,55.2013273537159,190.48
611,36.3613168057054,55.2013024594635,190.48
612,36.3613623194396,55.201242947951,190.48
613,36.3614329788834,55.20118762739,190.96
614,36.3615370821208,55.2011694386602,190.96
615,36.3615854457021,55.2011175546795,191.44
616,36.3616478070617,55.201110932976,191.44
617,36.3616397604346,55.2010742202401,191.92
618,36.3616690132767,55.2010483201593,191.92
619,36.3616627268493,55.2009914070368,192.4
620,36.3617025408894,55.2009397745133,192.4
621,36.3617328833789,55.2008798439056,192.4
622,36.3617197237909,55.2008001320064,192.4
623,36.3618339691311,55.2007085178047,192.4
624,36.3618533313274,55.2006146404892,192.4
625,36.3619213923812,55.2005581464618,192.88
626,36.3619884476066,55.2005185000598,192.88
627,36.3620074745268,55.2004901692271,192.88
628,36.3620589394122,55.2004751656205,192.4
629,36.362074026838,55.2004227787256,192.88
630,36.3621542416513,55.2003872394562,192.88
631,36.3621652219445,55.2003539633006,192.88
632,36.36216128245,55.2003426477313,192.88
633,36.3621359691024,55.2003382053226,192.88
634,36.3621043693274,55.2003314998001,192.88
635,36.3621002621949,55.2003193460405,192.88
636,36.3621513079852,55.2003340981901,192.4
637,36.3621556665748,55.2003333438188,192.88
638,36.3621425908059,55.2003314998001,192.88
639,36.3621807284653,55.2003548014909,193.36
640,36.362224901095,55.2003411389887,193.36
641,36.3622611109167,55.2003380376846,193.36
